carat,cut,color,clarity,depth,table,price,x,y,z
-1.1770710639893383,-0.5380989671438402,0.23855467985643472,1.255294597737266,0.24472507212549524,-0.6521385410756766,-0.8456904270849995,-1.5700081698613575,-1.5186843308206464,-1.5144472599318273
-0.45978185259037524,1.407997669534476,-0.3493040360034079,1.8351475642185129,-1.2211329593979858,-0.20460509147138653,-0.43409999619655926,-0.2595561589096979,-0.27538685012192254,-0.3949791943856899
-0.8395231998015908,-0.5380989671438402,-0.9371627518632506,1.8351475642185129,0.24472507212549524,-1.0996719906799668,-0.6754895119977579,-0.8657516469689694,-0.8707687422875084,-0.8342641314987308
-0.7762329752663882,0.43494935119531797,-0.9371627518632506,1.8351475642185129,-0.6627108521509478,-0.20460509147138653,-0.6589456822543734,-0.723117414484435,-0.7394345013686295,-0.7917526859716626
1.586602074047843,-0.5380989671438402,-0.9371627518632506,-0.484264301706474,0.38433059893725224,-1.0996719906799668,0.7440212128020214,1.5233717471469816,1.4319582818235084,1.5180358543323944
0.4262812909024616,-2.4841956038221564,-0.9371627518632506,-0.484264301706474,-4.432060076068467,2.0330621565500637,-0.23106208570956985,0.801285945194026,0.7490202290453358,0.17184007930855758
-0.6074590431725145,-0.5380989671438402,-0.3493040360034079,0.09558866477477272,-1.0815274325862239,-0.6521385410756766,-0.5433895381377042,-0.4556782285759332,-0.43298793922457746,-0.5508544946516076
-0.5863623016607803,-0.5380989671438402,-1.5250214677230933,0.6754416312560194,0.17492230871961423,-0.6521385410756766,-0.564946649621508,-0.5002514262273501,-0.4767660195308704,-0.46583160359747056
-0.37539488654343833,0.43494935119531797,-0.9371627518632506,0.6754416312560194,-1.2211329593979858,0.6904618077371937,-0.4589157408116358,-0.1347512054857306,-0.15280822526430216,-0.28161533964684043
0.7216356720667403,-0.5380989671438402,0.8264133957162774,-1.0641172681877207,-1.0117246691803479,-0.20460509147138653,0.21461866101372298,0.9439201776785605,0.9766662466380598,0.8095117622145858
-0.8395231998015908,-0.5380989671438402,-1.5250214677230933,-0.484264301706474,0.7333444159666523,-0.6521385410756766,-0.7714938573267911,-0.8924955655598191,-0.9057912065325429,-0.8200936496563749
2.1773108363764013,1.407997669534476,-0.9371627518632506,-0.484264301706474,0.7333444159666523,-0.6521385410756766,2.3064104672037558,1.8086402121160499,1.8259610045801464,1.9148093459183664
-0.41758836956690676,-2.4841956038221564,-0.3493040360034079,-1.0641172681877207,-4.501862839474348,2.480595606154354,-0.6431538447720521,-0.054519449713180144,-0.10903014495800843,-0.5933659401786759
-0.20662095444956474,1.407997669534476,-0.3493040360034079,-1.0641172681877207,1.2219637598078144,-0.6521385410756766,-0.38396717879236436,-0.1347512054857306,-0.06525206465171549,0.044305742727351584
-0.5652655601490462,-1.5111472854829984,0.8264133957162774,-1.6439702346689673,-0.38349979852742383,3.3756625053629343,-0.624855366419521,-0.5091660657576332,-0.4067210910408021,-0.4941725672821829
1.586602074047843,-0.5380989671438402,1.41427211157612,0.09558866477477272,-0.38349979852742383,-1.0996719906799668,1.5925191473680202,1.5679449447983984,1.5195144424360942,1.4755244088053256
0.38408780787899316,-2.4841956038221564,-0.3493040360034079,-0.484264301706474,-0.10428874490390479,3.823195954967224,-0.2443472823216815,0.6497370731792083,0.44257366690128447,0.5402726072098178
-0.8395231998015908,-0.5380989671438402,-0.9371627518632506,1.255294597737266,0.5937388891548953,-0.6521385410756766,-0.6356339221614229,-0.8924955655598191,-0.9057912065325429,-0.8342641314987308
1.481118366489172,1.407997669534476,-0.3493040360034079,-1.0641172681877207,0.7333444159666523,-0.6521385410756766,1.496765466126008,1.36290823560188,1.3969358175784738,1.4755244088053256
-0.9450069073602619,1.407997669534476,1.41427211157612,0.09558866477477272,-0.7325136155568238,2.0330621565500637,-0.8474450756941464,-1.0707883561654872,-1.002102983206388,-1.0893328046611421
2.6836326326580218,0.43494935119531797,1.41427211157612,0.6754416312560194,-0.38349979852742383,0.24292835813290356,3.5745200834428665,2.1830550723879525,2.158674414907973,2.0848551280266405
